Country Name,Happiness_Score 2015,Happiness_Score 2016,Happiness_Score 2017,Happiness_Score 2018,Happiness_Score 2019,Family 2015,Family 2016,Family 2017,Family 2018,Family 2019,Freedom 2015,Freedom 2016,Freedom 2017,Freedom 2018,Freedom 2019,Trust_(Government_Corruption) 2015,Trust_(Government_Corruption) 2016,Trust_(Government_Corruption) 2017,Trust_(Government_Corruption) 2018,Trust_(Government_Corruption) 2019,Generosity 2015,Generosity 2016,Generosity 2017,Generosity 2018,Generosity 2019
Liberia,4.571,3.622,3.53299999237061,3.495,3.975,0.78968,0.50353,0.872117936611176,0.858,0.922,0.28531,0.25748,0.332881182432175,0.419,0.37,0.06232,0.04852,0.0389482490718365,0.03,0.033,0.24362,0.24063,0.26654988527298,0.206,0.233
Libia,5.754,5.615,5.52500009536743,5.566,5.525,1.11862,0.95076,1.35756433010101,1.35,1.303,0.41668,0.40672,0.465733230113983,0.496,0.416,0.11023,0.10339,0.0926102101802826,0.148,0.152,0.18295,0.17087,0.152073666453362,0.116,0.133
Lituania,5.833,5.813,5.90199995040894,5.952,6.149,1.25745,1.06411,1.47351610660553,1.527,1.515,0.21342,0.18929,0.234231784939766,0.35,0.291,0.01031,0.0182,0.0118656428530812,0.006,0.042,0.02641,0.02025,0.010164656676352,0.026,0.043
Luxemburgo,6.946,6.871,6.86299991607666,6.91,7.09,1.21963,1.03999,1.45758366584778,1.52,1.479,0.61583,0.5487,0.59662789106369,0.632,0.526,0.37798,0.35329,0.31883442401886,0.321,0.316,0.28034,0.27571,0.283180981874466,0.196,0.194
Líbano,4.839,5.129,5.22499990463257,5.358,5.197,0.80001,0.64184,1.12962424755096,1.179,1.224,0.33916,0.26228,0.288515985012054,0.503,0.216,0.04582,0.03061,0.037513829767704,0.136,0.027,0.21854,0.23693,0.264450758695602,0.214,0.166
Macedonia,5.269000095367431,5.121,5.17500019073486,5.185,3.2633932534885433,1.341786506977087,0.78236,1.20789301395416,1.239,0.8143339946699136,0.38966798933982716,0.27668,0.325905978679657,0.394,0.2247519483891129,0.05550389677822576,0.07047,0.0602777935564518,0.052,0.12004274091959052,0.18808548183918106,0.23507,0.25376096367836,0.173,0.173
Macedonia del Norte,5.368203410614338,5.345218182999161,5.322006410508758,5.275197841889236,5.274,4.478,3.682,2.886,2.09,1.294,1.1042,0.9144,0.7245999999999999,0.5347999999999999,0.345,0.2828,0.2206,0.15839999999999999,0.09620000000000001,0.034,0.06420000000000001,0.0944,0.12459999999999999,0.1548,0.185
Madagascar,3.681,3.695,3.64400005340576,3.774,3.933,0.66801,0.46115,0.913020372390747,0.908,0.916,0.19184,0.13684,0.189196765422821,0.221,0.148,0.08124,0.07506,0.0672319754958153,0.049,0.041,0.21333,0.2204,0.208732530474663,0.155,0.169
Malasia,5.77,6.005,6.08400011062622,6.322,5.339,1.07023,0.88025,1.28464603424072,1.258,1.171,0.53024,0.39031,0.402264982461929,0.356,0.508,0.10501,0.09081,0.0656007081270218,0.059,0.024,0.33075,0.41474,0.416608929634094,0.311,0.26
Malaui,4.292,4.156,3.97000002861023,3.587,3.41,0.41134,0.147,0.512568831443787,0.541,0.56,0.43054,0.4143,0.466914653778076,0.531,0.443,0.06977,0.07564,0.0727116540074348,0.08,0.089,0.33128,0.30968,0.287170469760895,0.21,0.218
Malta,6.302,6.488,6.52699995040894,6.627,6.726,1.30203,1.09879,1.48841166496277,1.525,1.52,0.60365,0.54994,0.588767051696777,0.645,0.564,0.13586,0.17554,0.153066068887711,0.142,0.151,0.51752,0.56237,0.574730575084686,0.376,0.375
Malí,3.995,4.073,4.19000005722046,4.447,4.39,1.03526,0.86333,1.28147339820862,1.233,1.105,0.38857,0.27544,0.306613743305206,0.367,0.327,0.12352,0.13647,0.104970246553421,0.056,0.052,0.18798,0.21064,0.183354198932648,0.139,0.153
Marruecos,5.013,5.151,5.2350001335144,5.254,5.208,0.64095,0.38595,0.774864435195923,0.797,0.782,0.41691,0.25646,0.408158332109451,0.46,0.418,0.08546,0.08404,0.0877631828188896,0.074,0.076,0.07172,0.04053,0.0322099551558495,0.026,0.036
Mauricio,5.477,5.648,5.62900018692017,5.891,5.888,0.98521,0.75695,1.20956099033356,1.387,1.402,0.56066,0.46145,0.491247326135635,0.584,0.498,0.07521,0.05203,0.0421815551817417,0.05,0.06,0.37744,0.36951,0.360933750867844,0.245,0.215
Mauritania,4.436,4.201,4.29199981689453,4.356,4.49,0.86908,0.84142,1.2720308303833,1.245,1.167,0.24232,0.1268,0.0960980430245399,0.129,0.066,0.17461,0.17955,0.136957004666328,0.093,0.088,0.219,0.22686,0.201870024204254,0.134,0.106
Moldavia,5.889,5.897,5.83799982070923,5.64,5.529,1.01528,0.83132,1.25182557106018,1.301,1.328,0.32818,0.25202,0.240729048848152,0.232,0.245,0.01615,0.01903,0.0100912861526012,0.0,0.0,0.20951,0.19997,0.208779126405716,0.171,0.181
Mongolia,4.874,4.907,4.95499992370605,5.125,5.285,1.3006,1.08983,1.4930112361908,1.517,1.531,0.43626,0.35972,0.394143968820572,0.395,0.317,0.02666,0.03285,0.0329022891819477,0.032,0.038,0.3323,0.34539,0.338464230298996,0.253,0.235
Montenegro,5.192,5.161,5.23699998855591,5.347,5.523,0.90557,0.74173,1.23837649822235,1.279,1.361,0.1826,0.15111,0.194989055395126,0.259,0.197,0.14296,0.12721,0.0881741940975189,0.081,0.08,0.1614,0.17191,0.197911024093628,0.111,0.142
Mozambique,4.7715714830671345,4.660785836900997,4.55000019073486,4.417,4.466,0.9640631471415944,0.9173820810685847,0.870701014995575,0.902,0.986,0.4077231691196914,0.4442571305193182,0.480791091918945,0.531,0.494,0.16299896732330232,0.17121767647743166,0.179436385631561,0.158,0.138,0.248745172536033,0.2854866382060735,0.322228103876114,0.206,0.197
México,7.187,6.778,6.57800006866455,6.488,6.595,0.91451,0.7146,1.210862159729,1.252,1.323,0.48181,0.37709,0.412730008363724,0.479,0.433,0.21312,0.18355,0.132774114608765,0.095,0.073,0.14074,0.11735,0.120990432798862,0.069,0.074
Namibia,4.541499940872188,4.574,4.57399988174438,4.441,4.639,0.596355403537757,0.70362,1.0984708070755,1.281,1.313,0.5457917736911782,0.48614,0.520303547382355,0.519,0.401,0.12255348617911466,0.10398,0.0931469723582268,0.064,0.056,0.08151687247753259,0.07795,0.0771337449550629,0.051,0.07
Nepal,4.514,4.793,4.96199989318848,4.88,4.913,0.86449,0.69699,1.17928326129913,1.228,1.226,0.38282,0.37012,0.440305948257446,0.526,0.439,0.05907,0.07008,0.0729755461215973,0.078,0.089,0.32296,0.3816,0.394096165895462,0.302,0.285
Nicaragua,5.828,5.992,6.07100009918213,6.141,6.105,1.14184,0.89521,1.28721570968628,1.319,1.325,0.55475,0.46582,0.447551846504211,0.527,0.435,0.19317,0.16292,0.130687981843948,0.128,0.127,0.27815,0.29773,0.301674216985703,0.208,0.2
Nigeria,5.268,4.875,5.07399988174438,5.155,5.265,0.90432,0.64498,1.21577048301697,1.172,1.111,0.34334,0.27854,0.394952565431595,0.462,0.426,0.0403,0.0305,0.0261215660721064,0.032,0.041,0.27233,0.23219,0.230947196483612,0.201,0.215
North Cyprus,5.873666590372721,5.931166561762495,5.80999994277954,4.2537014628092455,2.6974029828389514,1.1411045028686573,1.1992161914443926,1.18630337715149,0.9397838626352942,0.6932643481190985,0.44674483360290296,0.4372116462039948,0.471203625202179,0.3698683512136677,0.26853307722515635,0.16719780323664502,0.17347447945038752,0.155353352427483,0.19326032522943312,0.23116729803138325,0.26907427083333335,0.2716521223958335,0.266845703125,0.266845703125,0.266845703125
Northern Cyprus,6.185999999999979,6.068999999999988,5.951999999999998,5.835,5.718,1.0879999999999939,1.1289999999999907,1.1699999999999875,1.211,1.252,0.7290000000000134,0.6510000000000105,0.5730000000000075,0.495,0.417,0.13000000000000078,0.1379999999999999,0.14599999999999902,0.154,0.162,0.14299999999999713,0.15499999999999758,0.16699999999999804,0.179,0.191
Noruega,7.522,7.498,7.53700017929077,7.594,7.554,1.33095,1.1269,1.53352355957031,1.582,1.582,0.66973,0.59609,0.635422587394714,0.686,0.603,0.36503,0.35776,0.315963834524155,0.34,0.341,0.34699,0.37895,0.36201223731041,0.286,0.271
Nueva Zelanda,7.286,7.334,7.31400012969971,7.324,7.307,1.31967,1.17278,1.54819512367249,1.601,1.557,0.63938,0.58147,0.614062130451202,0.669,0.585,0.42922,0.41904,0.382816702127457,0.389,0.38,0.47501,0.49401,0.500005125999451,0.365,0.33
Níger,3.845,3.856,4.02799987792969,4.166,4.628,0.77265,0.6053,0.993025004863739,0.867,0.774,0.47692,0.38041,0.36365869641304,0.39,0.318,0.15639,0.17176,0.138572946190834,0.099,0.102,0.19387,0.2097,0.228673845529556,0.175,0.188
Omán,6.853,5.698764,4.544528,3.3902920000000005,2.2360560000000005,1.08182,0.992004,0.902188,0.812372,0.722556,0.63274,0.57124,0.50974,0.44823999999999997,0.38674,0.32524,0.303276,0.281312,0.25934799999999997,0.23738399999999998,0.21542,0.21542,0.21542,0.21542,0.21542
Pakistán,5.194,5.132,5.26900005340576,5.472,5.653,0.41411,0.26135,0.672690689563751,0.81,0.886,0.12102,0.14622,0.23521526157856,0.334,0.313,0.10464,0.1388,0.124348066747189,0.113,0.098,0.33671,0.31185,0.315446019172668,0.216,0.22
Panamá,6.786,6.701,6.4520001411438,6.43,6.321,1.1985,0.98912,1.37319254875183,1.438,1.442,0.5421,0.48927,0.550026834011078,0.597,0.516,0.0927,0.08423,0.070983923971653,0.063,0.054,0.24434,0.2418,0.21055693924427,0.125,0.109
Paraguay,5.878,5.538,5.49300003051758,5.681,5.743,1.30477,1.11111,1.50728487968445,1.522,1.475,0.53899,0.46235,0.473507791757584,0.541,0.514,0.08242,0.07396,0.091065913438797,0.074,0.08,0.3424,0.25296,0.224150657653809,0.162,0.184
Países Bajos,7.378,7.339,7.3769998550415,7.441,7.488,1.28017,1.02912,1.42893922328949,1.488,1.522,0.61576,0.55211,0.585384488105774,0.638,0.557,0.31814,0.29927,0.282661825418472,0.295,0.298,0.4761,0.47416,0.470489829778671,0.333,0.322
Perú,5.824,5.743,5.71500015258789,5.663,5.697,0.97459,0.81255,1.21877038478851,1.249,1.274,0.41496,0.37502,0.450002878904343,0.53,0.455,0.05989,0.05292,0.0470490865409374,0.034,0.027,0.14982,0.14527,0.126819714903831,0.092,0.083
Polonia,5.791,5.835,5.97300004959106,6.123,6.182,1.27948,1.04685,1.44571197032928,1.448,1.438,0.53122,0.4519,0.520342111587524,0.546,0.483,0.04212,0.055,0.0593078061938286,0.064,0.05,0.16759,0.14443,0.158465966582298,0.108,0.117
Portugal,5.102,5.123,5.19500017166138,5.41,5.693,1.13935,0.94367,1.36704301834106,1.429,1.431,0.51469,0.44727,0.498465299606323,0.562,0.508,0.01078,0.01521,0.0158694516867399,0.017,0.025,0.13719,0.11691,0.0951027125120163,0.055,0.047
Puerto Rico,5.368203410614338,7.039,5.847426,4.655851999999999,3.464278,2.272704,1.08113,0.9585499999999999,0.8359699999999999,0.71339,0.59081,0.46823,0.399134,0.33003799999999994,0.26094199999999995,0.19184599999999996,0.12275,0.142604,0.162458,0.182312,0.202166,0.22202,0.22202,0.22202,0.22202
Reino Unido,6.867,6.725,6.71400022506714,7.19,7.054,1.28548,1.08672,1.49646008014679,1.433,1.538,0.59625,0.50036,0.508190035820007,0.464,0.45,0.32067,0.27399,0.265428066253662,0.082,0.278,0.51912,0.50156,0.492774158716202,0.262,0.348
República Centroafricana,3.3115714509146983,3.0022857645579943,2.69300007820129,3.083,3.083,0.0,0.0,0.0,0.0,0.0,0.4002634415844568,0.3355527435650174,0.270842045545578,0.305,0.225,0.06895573603221195,0.06276040607247957,0.0565650761127472,0.038,0.035,0.24759328214100496,0.26423488481726,0.280876487493515,0.218,0.235
República Checa,6.505,6.596,6.60900020599365,6.711,6.852,1.20643,1.00793,1.43388521671295,1.489,1.487,0.46364,0.41418,0.490946173667908,0.543,0.457,0.02652,0.03986,0.0368729270994663,0.034,0.036,0.10686,0.09929,0.0881067588925362,0.064,0.046
República Dominicana,4.885,5.155,5.23000001907349,5.302,5.425,1.17202,0.99496,1.40241670608521,1.441,1.401,0.57672,0.52259,0.55258983373642,0.578,0.497,0.14234,0.12372,0.113945253193378,0.106,0.101,0.21684,0.21286,0.186967849731445,0.12,0.113
Ruanda,3.465,3.515,3.47099995613098,3.408,3.334,0.7737,0.61586,0.945707023143768,0.896,0.711,0.59201,0.5432,0.581843852996826,0.636,0.555,0.55191,0.50521,0.455220013856888,0.444,0.411,0.22628,0.23552,0.252756029367447,0.2,0.217
Rumania,5.124,5.528,5.82499980926514,5.945,6.07,0.88588,0.72803,1.15009129047394,1.219,1.232,0.35068,0.36712,0.457003742456436,0.528,0.462,0.00649,0.00679,0.00438790069893,0.001,0.005,0.13748,0.12889,0.133519917726517,0.088,0.083
Rusia,5.716,5.856,5.96299982070923,5.81,5.648,1.23617,1.05261,1.46928238868713,1.479,1.452,0.36679,0.32682,0.373783111572266,0.399,0.334,0.03005,0.03586,0.0329628810286522,0.025,0.031,0.00199,0.02736,0.0522638224065304,0.065,0.082
Senegal,3.904,4.219,4.53499984741211,4.631,4.681,0.97619,0.77416,1.17969191074371,1.117,1.134,0.36772,0.31056,0.377922266721725,0.406,0.292,0.10713,0.11681,0.115460447967052,0.082,0.072,0.20843,0.19103,0.183468893170357,0.138,0.153
Serbia,5.123,5.177,5.39499998092651,5.398,5.603,1.00964,0.81329,1.25818979740143,1.369,1.383,0.20107,0.15718,0.208715528249741,0.288,0.282,0.02617,0.04339,0.0409037806093693,0.043,0.039,0.19231,0.20737,0.220125883817673,0.134,0.137
Sierra Leona,4.507,4.635,4.70900011062622,4.571,4.374,0.95571,0.628,0.984136044979095,0.813,0.841,0.4084,0.30685,0.318697690963745,0.355,0.309,0.08786,0.08196,0.0710951760411263,0.053,0.045,0.21488,0.23897,0.293040901422501,0.238,0.252
Singapur,6.798,6.739,6.57200002670288,6.343,6.262,1.02,0.86758,1.35381436347961,1.451,1.463,0.54252,0.4877,0.549840569496155,0.631,0.556,0.4921,0.46987,0.46430778503418,0.457,0.453,0.31105,0.32706,0.345965981483459,0.261,0.271
Siria,3.006,3.069,3.46199989318848,3.462,3.462,0.47489,0.14866,0.396102607250214,0.382,0.378,0.15684,0.06912,0.0815394446253777,0.088,0.013,0.18906,0.17233,0.151347130537033,0.144,0.141,0.47179,0.48397,0.493663728237152,0.376,0.331
Somalia,5.681500011444086,5.44,5.15100002288818,4.982,4.668,0.3477056759643631,0.33613,0.721151351928711,0.712,0.698,0.5893434779930118,0.56778,0.602126955986023,0.674,0.559,0.31800516180992133,0.3118,0.282410323619843,0.282,0.27,0.2965656555891023,0.27225,0.291631311178207,0.238,0.243
Somaliland Region,5.368203410614338,5.057,4.197324,3.337648,2.4779720000000003,1.618296,0.75862,0.685156,0.6116919999999999,0.5382279999999999,0.46476399999999995,0.3913,0.38662799999999997,0.38195599999999996,0.377284,0.372612,0.36794,0.39731,0.42668,0.45604999999999996,0.48541999999999996,0.51479,0.51479,0.51479,0.51479
Somaliland region,5.057,4.235904000000001,3.4148080000000003,2.593712,1.7726160000000002,0.95152,0.85438,0.75724,0.6601,0.56296,0.46582,0.452512,0.43920400000000004,0.425896,0.412588,0.39928,0.42006,0.44084,0.46162,0.48239999999999994,0.50318,0.50318,0.50318,0.50318,0.50318
Sri Lanka,4.271,4.415,4.44000005722046,4.471,4.366,1.01905,0.84783,1.25997638702393,1.314,1.265,0.53726,0.50817,0.561213254928589,0.585,0.47,0.09179,0.07964,0.0736539661884308,0.05,0.047,0.40828,0.46978,0.490863561630249,0.307,0.244
Sudáfrica,4.642,4.459,4.8289999961853,4.724,4.722,1.18468,0.96053,1.38478863239288,1.41,1.351,0.33207,0.42483,0.479246735572815,0.516,0.389,0.08884,0.08415,0.0725094974040985,0.056,0.055,0.11973,0.13656,0.139362379908562,0.103,0.13
Sudán,3.9334999694823978,4.139,4.13899993896484,4.139,2.739492142429351,1.3399842848587014,0.81928,1.21400856971741,1.24,0.6065464638198134,-0.026907072360373263,0.0,0.0149958552792668,0.016,0.034811879998444255,0.05362375999688851,0.10039,0.089847519993782,0.082,0.10592436266064417,0.12984872532128833,0.18077,0.182317450642586,0.134,0.134
Sudán del Sur,4.201000040054282,3.832,3.59100008010864,3.254,2.853,0.19835156387330244,0.18519,0.601323127746582,0.608,0.575,0.2651512178730968,0.19662,0.147062435746193,0.112,0.01,0.14304675664901723,0.13015,0.116793513298035,0.106,0.091,0.30082540844917105,0.25899,0.285670816898346,0.224,0.202
Suecia,7.364,7.291,7.28399991989136,7.314,7.343,1.28907,1.08764,1.47816216945648,1.501,1.487,0.6598,0.58218,0.612924098968506,0.659,0.574,0.43844,0.40867,0.384398728609085,0.383,0.373,0.36262,0.38254,0.385399252176285,0.285,0.267
Suiza,7.587,7.509,7.49399995803833,7.487,7.48,1.34951,1.14524,1.51691174507141,1.549,1.526,0.66557,0.58557,0.620070576667786,0.66,0.572,0.41978,0.41203,0.367007285356522,0.357,0.343,0.29678,0.28083,0.290549278259277,0.256,0.263
Surinam,6.269,6.269,6.269,4.374440000000008,2.479880000000016,0.5853200000000243,0.3919800000000464,0.1986400000000117,0.28179666666667913,0.36495333333334656,0.448110000000014,0.373880000000014,0.29965000000001396,0.23893666666667576,0.17822333333333756,0.11750999999999934,0.10810000000000031,0.09869000000000128,0.12025666666666772,0.14182333333333416,0.1633900000000006,0.16013000000000055,0.1568700000000005,0.1568700000000005,0.1568700000000005
Swaziland,4.703249999999969,4.539499999999975,4.375749999999982,4.293874999999991,4.212,1.0918800000000033,1.1109200000000001,1.129960000000004,1.139480000000002,1.149,0.30818499999999993,0.30979,0.3113950000000001,0.3121975,0.313,0.056699999999999307,0.08279999999999887,0.10889999999999844,0.12194999999999923,0.135,0.15544249999999948,0.12829500000000138,0.10114750000000328,0.08757375000000164,0.074
Tailandia,6.455,6.474,6.42399978637695,6.072,6.008,1.26504,1.04477,1.42579245567322,1.417,1.409,0.55664,0.49553,0.580200731754303,0.637,0.557,0.03187,0.02833,0.0316127352416515,0.029,0.028,0.5763,0.58696,0.572123110294342,0.364,0.359
Taiwan,6.391000000000005,6.379,6.41,6.441,6.446,1.21710250000001,0.92624,1.18112,1.436,1.43,0.3725425,0.32377,0.370885,0.418,0.351,0.08064749999999954,0.0663,0.07214999999999999,0.078,0.097,0.22542749999999856,0.25495,0.20297500000000002,0.151,0.242
Taiwan Province of China,5.368203410614338,5.345218182999161,6.42199993133545,5.414513015747071,4.40702610015869,3.3995391845703105,2.3920522689819306,1.38456535339355,1.1799456000328026,0.9753258466720552,0.7707060933113079,0.5660863399505605,0.361466586589813,0.30193911641836146,0.24241164624690997,0.18288417607545843,0.12335670590400691,0.0638292357325554,0.10273548364639293,0.14164173156023047,0.18054797947406798,0.2194542273879055,0.258360475301743,0.258360475301743,0.258360475301743
Tanzania,3.781,3.666,3.34899997711182,3.303,3.231,1.00268,0.77623,1.04198980331421,0.991,0.885,0.32878,0.3176,0.390017777681351,0.481,0.417,0.05747,0.05099,0.0660351067781448,0.097,0.147,0.34377,0.31472,0.354256361722946,0.27,0.276
Tayikistán,4.786,4.996,5.04099988937378,5.199,5.467,0.85563,0.75602,1.27146327495575,1.166,1.098,0.47216,0.43408,0.471566706895828,0.292,0.389,0.15072,0.13509,0.146377146244049,0.034,0.144,0.22974,0.25998,0.248997643589973,0.187,0.23
Territorios Palestinos,4.715,4.754,4.77500009536743,4.743,4.696,0.92558,0.71629,1.15564715862274,1.217,1.247,0.24499,0.17744,0.25471106171608,0.266,0.225,0.12905,0.10613,0.0892826020717621,0.076,0.066,0.11251,0.11154,0.114173173904419,0.086,0.103
Togo,2.839,3.303,3.49499988555908,3.999,4.085,0.13995,0.0,0.431882530450821,0.474,0.572,0.36453,0.34678,0.38042613863945,0.434,0.293,0.10731,0.11587,0.0956650152802467,0.101,0.085,0.16681,0.17517,0.196896150708199,0.158,0.177
Trinidad & Tobago,6.192,6.192,6.192,6.192,6.192,1.5370000000000026,1.522000000000002,1.5070000000000014,1.492,1.477,0.8329999999999984,0.7470000000000141,0.6610000000000014,0.575,0.489,0.02800000000000047,0.025000000000000355,0.02200000000000024,0.019,0.016,0.12900000000000134,0.14300000000000068,0.15700000000000003,0.171,0.185
Trinidad y Tobago,6.168000295003253,6.168000405629472,6.16800022125244,4.571947267252605,2.97589431325277,1.3798413592529357,1.4781856189727876,1.3802285194397,1.0803048987494577,0.7803812780592153,0.48045765736897295,0.460353028882345,0.518630743026733,0.3485837469548646,0.1785367508829962,0.008489754811127792,0.007272162865300746,0.0089648161083459,0.1152716381087568,0.2215784601091677,0.32788528210957857,0.3313135129006701,0.325296461582184,0.325296461582184,0.325296461582184
Turkmenistán,5.548,5.658,5.82200002670288,5.636,5.247,1.22668,1.03817,1.49314916133881,1.533,1.538,0.4761,0.37408,0.41827192902565,0.417,0.394,0.30844,0.28467,0.259270340204239,0.037,0.028,0.16979,0.22567,0.24992498755455,0.199,0.244
Turquía,5.332,5.389,5.5,5.483,5.373,0.94632,0.87717,1.33775317668915,1.38,1.36,0.22815,0.23889,0.300740599632263,0.324,0.195,0.15746,0.12348,0.0996715798974037,0.109,0.106,0.12253,0.04707,0.0466930419206619,0.106,0.083
Túnez,4.739,5.045,4.80499982833862,4.592,4.461,0.60429,0.43165,0.868351459503174,0.906,1.0,0.26268,0.23553,0.289680689573288,0.271,0.167,0.06358,0.0817,0.0867231488227844,0.063,0.055,0.06431,0.03936,0.0496933571994305,0.04,0.059
Ucrania,4.681,4.324,4.09600019454956,4.103,4.332,1.20278,1.01413,1.39453756809235,1.413,1.39,0.25123,0.12859,0.122974775731564,0.163,0.178,0.02961,0.01829,0.0230294708162546,0.011,0.01,0.15275,0.20363,0.270061463117599,0.187,0.187
Uganda,3.931,3.739,4.08099985122681,4.161,4.189,1.13299,0.90981,1.12982773780823,1.09,1.069,0.45727,0.43653,0.443185955286026,0.45,0.356,0.07267,0.06442,0.057069718837738,0.061,0.06,0.29066,0.27102,0.325766056776047,0.259,0.252
Uruguay,6.485,6.545,6.4539999961853,6.379,6.293,1.2089,1.03143,1.41222786903381,1.459,1.465,0.60362,0.54388,0.57939225435257,0.625,0.523,0.24558,0.21394,0.178061872720718,0.155,0.15,0.2324,0.18056,0.175096929073334,0.13,0.127
Uzbekistán,6.003,5.987,5.97100019454956,6.096,6.174,1.34043,1.1681,1.54896914958954,1.584,1.529,0.65821,0.60848,0.658248662948608,0.724,0.631,0.30826,0.28333,0.246528223156929,0.259,0.24,0.22837,0.34326,0.415983647108078,0.328,0.322
Venezuela,6.81,6.084,5.25,4.806,4.707,1.25596,1.03302,1.43133759498596,1.469,1.427,0.42908,0.19847,0.153997123241425,0.133,0.154,0.11069,0.08304,0.0644911229610443,0.052,0.047,0.05841,0.0425,0.0650196298956871,0.056,0.064
Vietnam,5.36,5.061,5.07399988174438,5.103,5.175,0.91226,0.79117,1.27749133110046,1.365,1.346,0.59444,0.55954,0.571055591106415,0.618,0.543,0.10441,0.11556,0.0876332372426987,0.079,0.073,0.1686,0.25075,0.234968051314354,0.177,0.147
Yemen,4.077,3.724,3.59299993515015,3.355,3.38,0.68093,0.47493,0.93538224697113,1.073,1.163,0.35571,0.2287,0.249463722109795,0.244,0.143,0.07854,0.05892,0.0567674227058887,0.064,0.077,0.09131,0.09821,0.104125209152699,0.083,0.108
Yibuti,4.369,3.613614,2.858228,2.102842,1.3474560000000002,0.59207,0.565804,0.539538,0.513272,0.487006,0.46074,0.424802,0.388864,0.352926,0.31698800000000005,0.28105,0.26102600000000004,0.24100200000000002,0.220978,0.20095400000000002,0.18093,0.18093,0.18093,0.18093,0.18093
Zambia,5.129,4.795,4.51399993896484,4.377,4.107,0.91612,0.6376,1.00318729877472,1.047,1.058,0.48827,0.42662,0.461603492498398,0.503,0.431,0.12468,0.11479,0.0782135501503944,0.082,0.087,0.19591,0.17866,0.249580144882202,0.221,0.247
Zimbabue,4.61,4.193,3.875,3.692,3.663,1.03276,0.71478,1.08309590816498,1.094,1.114,0.25861,0.25429,0.336384207010269,0.406,0.361,0.08079,0.08582,0.0953753814101219,0.099,0.089,0.18987,0.18503,0.189143493771553,0.132,0.151
